"sex","age","region","placesize","depress","income","ls","marital","workab"
"MALE",58,"Warminsko-mazurskie","URBAN 100,000-200,000",0,2800,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",53,"Podkarpackie","RURAL AREAS",0,1200,"PLEASED","MARRIED","NO"
"MALE",61,"Pomorskie","URBAN BELOW 20,000",2,1000,"PLEASED","MARRIED","NO"
"FEMALE",59,"Opolskie","URBAN 200,000-500,000",8,1290,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",55,"Wielkopolskie","RURAL AREAS",7,550,"PLEASED","MARRIED","NO"
"FEMALE",55,"Malopolskie","RURAL AREAS",7,780,"MIXED","WIDOWED","NO"
"MALE",55,"Malopolskie","RURAL AREAS",15,750,"MOSTLY DISSATISFIED","MARRIED","NO"
"MALE",73,"Slaskie","URBAN 200,000-500,000",9,-8,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",82,"Podkarpackie","URBAN 200,000-500,000",11,1200,"MIXED","WIDOWED","NO"
"MALE",60,"Kujawsko-pomorskie","URBAN BELOW 20,000",0,726,"PLEASED","MARRIED","NO"
"MALE",38,"Swietokrzyskie","RURAL AREAS",0,-8,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",25,"Lubelskie","RURAL AREAS",0,NA,"MOSTLY SATISFIED","SINGLE","NO"
"MALE",49,"Mazowieckie","RURAL AREAS",1,600,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",18,"Mazowieckie","RURAL AREAS",10,-8,"DELIGHTED","SINGLE",NA
"MALE",36,"Pomorskie","RURAL AREAS",5,1800,"MOSTLY DISSATISFIED","MARRIED","NO"
"FEMALE",72,"Mazowieckie","URBAN 100,000-200,000",NA,1300,"PLEASED","MARRIED","NO"
"FEMALE",59,"Podkarpackie","URBAN 200,000-500,000",2,1800,"PLEASED","SINGLE","NO"
"FEMALE",28,"Lodzkie","RURAL AREAS",4,900,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",19,"Zachodnio-pomorskie","URBAN 20,000-100,000",4,NA,"UNHAPPY","SINGLE",NA
"FEMALE",45,"Podkarpackie","RURAL AREAS",1,NA,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",25,"Podlaskie","URBAN 100,000-200,000",2,2000,"PLEASED","MARRIED","NO"
"MALE",20,"Kujawsko-pomorskie","URBAN 20,000-100,000",1,NA,"MOSTLY SATISFIED","SINGLE",NA
"MALE",63,"Lubuskie","URBAN BELOW 20,000",10,377,"MIXED","MARRIED","NO"
"FEMALE",87,"Mazowieckie","URBAN 500,000 AND OVER",8,1300,"UNHAPPY","WIDOWED","NO"
"FEMALE",30,"Pomorskie","URBAN 100,000-200,000",0,1182,"MOSTLY SATISFIED","DIVORCED","NO"
"FEMALE",28,"Kujawsko-pomorskie","URBAN BELOW 20,000",0,900,"MOSTLY SATISFIED","SINGLE","NO"
"MALE",27,"Slaskie","URBAN 100,000-200,000",0,-8,"DELIGHTED","SINGLE","NO"
"MALE",30,"Slaskie","RURAL AREAS",1,760,"MOSTLY DISSATISFIED","MARRIED","NO"
"MALE",50,"Opolskie","RURAL AREAS",2,1300,"MIXED","SINGLE","NO"
"FEMALE",37,"Dolnoslaskie","URBAN 500,000 AND OVER",1,4000,"PLEASED","MARRIED","NO"
"FEMALE",17,"Lodzkie","RURAL AREAS",4,NA,"PLEASED","SINGLE",NA
"FEMALE",84,"Kujawsko-pomorskie","RURAL AREAS",17,1020,"MOSTLY SATISFIED","WIDOWED","NO"
"FEMALE",18,"Mazowieckie","RURAL AREAS",0,NA,"DELIGHTED","SINGLE",NA
"MALE",57,"Pomorskie","RURAL AREAS",8,2000,"DELIGHTED","MARRIED","NO"
"FEMALE",32,"Mazowieckie","RURAL AREAS",3,1000,"MOSTLY SATISFIED","DIVORCED","NO"
"FEMALE",54,"Dolnoslaskie","RURAL AREAS",3,720,"PLEASED","MARRIED","NO"
"FEMALE",56,"Lodzkie","URBAN 500,000 AND OVER",9,NA,"PLEASED","MARRIED","NO"
"MALE",77,"Slaskie","RURAL AREAS",13,720,"MIXED","WIDOWED","NO"
"MALE",67,"Swietokrzyskie","RURAL AREAS",9,840,"PLEASED","MARRIED","NO"
"FEMALE",63,"Opolskie","RURAL AREAS",3,700,"MIXED","MARRIED","NO"
"FEMALE",59,"Dolnoslaskie","URBAN 500,000 AND OVER",6,2000,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",36,"Warminsko-mazurskie","RURAL AREAS",3,1000,"DELIGHTED","MARRIED","NO"
"FEMALE",60,"Mazowieckie","RURAL AREAS",7,1900,"PLEASED","MARRIED","NO"
"MALE",32,"Kujawsko-pomorskie","RURAL AREAS",4,1500,"MIXED","MARRIED","NO"
"MALE",63,"Zachodnio-pomorskie","URBAN 200,000-500,000",4,2800,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",38,"Dolnoslaskie","RURAL AREAS",1,1900,"PLEASED","MARRIED","NO"
"MALE",31,"Mazowieckie","RURAL AREAS",0,1800,"PLEASED","MARRIED","NO"
"MALE",68,"Podkarpackie","RURAL AREAS",4,1200,"PLEASED","MARRIED","NO"
"MALE",25,"Swietokrzyskie","RURAL AREAS",1,NA,"MIXED","SINGLE","NO"
"FEMALE",53,"Mazowieckie","URBAN BELOW 20,000",6,2500,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",40,"Lodzkie","RURAL AREAS",0,1000,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",61,"Dolnoslaskie","RURAL AREAS",8,NA,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",65,"Wielkopolskie","URBAN BELOW 20,000",7,1890,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",57,"Opolskie","URBAN 100,000-200,000",7,600,"PLEASED","MARRIED","NO"
"FEMALE",54,"Pomorskie","URBAN 20,000-100,000",7,900,"MIXED","MARRIED","NO"
"MALE",17,"Dolnoslaskie","RURAL AREAS",0,NA,"PLEASED","SINGLE",NA
"FEMALE",37,"Podlaskie","RURAL AREAS",3,1500,"PLEASED","MARRIED","NO"
"MALE",32,"Podkarpackie","RURAL AREAS",0,1200,"PLEASED","MARRIED","NO"
"MALE",46,"Malopolskie","RURAL AREAS",3,-8,"PLEASED","MARRIED","NO"
"MALE",52,"Lodzkie","RURAL AREAS",4,NA,"PLEASED","MARRIED","NO"
"MALE",88,"Slaskie","URBAN 100,000-200,000",5,2300,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",37,"Wielkopolskie","RURAL AREAS",0,2500,"PLEASED","MARRIED","NO"
"FEMALE",55,"Wielkopolskie","URBAN BELOW 20,000",2,1200,"MOSTLY SATISFIED","DIVORCED","NO"
"FEMALE",39,"Podkarpackie","URBAN 200,000-500,000",2,NA,"MIXED","MARRIED","NO"
"MALE",40,"Mazowieckie","RURAL AREAS",1,1200,"PLEASED","MARRIED","NO"
"MALE",74,"Lubelskie","URBAN 20,000-100,000",8,850,"MOSTLY SATISFIED","WIDOWED","NO"
"FEMALE",63,"Pomorskie","RURAL AREAS",9,1204,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",24,"Slaskie","RURAL AREAS",2,NA,"PLEASED","SINGLE",NA
"FEMALE",52,"Malopolskie","URBAN BELOW 20,000",4,2400,"MOSTLY SATISFIED","DIVORCED","NO"
"FEMALE",31,"Podkarpackie","RURAL AREAS",7,500,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",57,"Zachodnio-pomorskie","URBAN 100,000-200,000",1,NA,"PLEASED","MARRIED","NO"
"FEMALE",28,"Dolnoslaskie","URBAN 500,000 AND OVER",0,2500,"PLEASED","SINGLE","NO"
"FEMALE",40,"Mazowieckie","RURAL AREAS",3,600,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",57,"Podkarpackie","URBAN 100,000-200,000",3,2900,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",50,"Lodzkie","RURAL AREAS",2,550,"MIXED","MARRIED","NO"
"FEMALE",44,"Zachodnio-pomorskie","RURAL AREAS",3,1400,"MOSTLY DISSATISFIED","DIVORCED","NO"
"MALE",81,"Malopolskie","URBAN BELOW 20,000",5,1300,"PLEASED","MARRIED","NO"
"MALE",27,"Podlaskie","RURAL AREAS",0,700,"MOSTLY SATISFIED","SINGLE","NO"
"MALE",41,"Malopolskie","URBAN BELOW 20,000",4,-8,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",50,"Kujawsko-pomorskie","RURAL AREAS",0,2000,"PLEASED","MARRIED","NO"
"FEMALE",39,"Lodzkie","URBAN 500,000 AND OVER",5,3500,"PLEASED","MARRIED","NO"
"FEMALE",64,"Wielkopolskie","URBAN 100,000-200,000",11,1500,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",22,"Wielkopolskie","RURAL AREAS",1,NA,"PLEASED","SINGLE",NA
"MALE",17,"Wielkopolskie","RURAL AREAS",NA,-8,"PLEASED","SINGLE",NA
"FEMALE",22,"Kujawsko-pomorskie","RURAL AREAS",0,150,"PLEASED","MARRIED","NO"
"MALE",27,"Malopolskie","URBAN 500,000 AND OVER",2,-8,"MIXED","DE FACTO SEPARATED","NO"
"MALE",56,"Lubuskie","URBAN BELOW 20,000",0,1700,"PLEASED","MARRIED","NO"
"MALE",61,"Lubelskie","RURAL AREAS",4,4000,"DELIGHTED","MARRIED","NO"
"MALE",57,"Malopolskie","URBAN 500,000 AND OVER",3,2000,"PLEASED","MARRIED","NO"
"FEMALE",42,"Lubelskie","RURAL AREAS",2,800,"MIXED","MARRIED","NO"
"FEMALE",66,"Podlaskie","RURAL AREAS",18,800,"MOSTLY DISSATISFIED","MARRIED","NO"
"FEMALE",48,"Pomorskie","RURAL AREAS",4,1200,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",48,"Podkarpackie","URBAN BELOW 20,000",4,660,"PLEASED","MARRIED","YES"
"FEMALE",46,"Pomorskie","RURAL AREAS",3,-8,"PLEASED","MARRIED","YES"
"FEMALE",24,"Wielkopolskie","URBAN BELOW 20,000",6,468,"MIXED","SINGLE","NO"
"FEMALE",84,"Zachodnio-pomorskie","RURAL AREAS",21,800,"MOSTLY SATISFIED","WIDOWED","NO"
"MALE",49,"Malopolskie","RURAL AREAS",5,500,"MOSTLY DISSATISFIED","SINGLE","NO"
"FEMALE",60,"Lubelskie","URBAN 100,000-200,000",6,2000,"PLEASED","MARRIED","NO"
"FEMALE",21,"Podlaskie","RURAL AREAS",0,NA,"PLEASED","SINGLE","NO"
"MALE",65,"Kujawsko-pomorskie","URBAN BELOW 20,000",16,1702,"PLEASED","MARRIED","NO"
"FEMALE",49,"Lodzkie","RURAL AREAS",1,1000,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",26,"Mazowieckie","URBAN 500,000 AND OVER",1,3500,"PLEASED","SINGLE","YES"
"MALE",45,"Mazowieckie","RURAL AREAS",9,5000,"MIXED","MARRIED","NO"
"MALE",63,"Warminsko-mazurskie","RURAL AREAS",0,797,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",35,"Slaskie","RURAL AREAS",3,2500,"PLEASED","MARRIED","NO"
"MALE",35,"Lubelskie","URBAN BELOW 20,000",0,1650,"PLEASED","MARRIED","NO"
"FEMALE",31,"Pomorskie","URBAN 20,000-100,000",4,3200,"PLEASED","SINGLE","NO"
"FEMALE",22,"Lodzkie","RURAL AREAS",10,NA,"MOSTLY DISSATISFIED","SINGLE","NO"
"FEMALE",79,"Malopolskie","URBAN BELOW 20,000",9,200,"MIXED","MARRIED","NO"
"FEMALE",18,"Pomorskie","URBAN BELOW 20,000",0,NA,"MOSTLY SATISFIED","SINGLE",NA
"FEMALE",90,"Swietokrzyskie","RURAL AREAS",21,1400,"MOSTLY SATISFIED","WIDOWED","NO"
"MALE",36,"Malopolskie","RURAL AREAS",0,1860,"PLEASED","MARRIED","NO"
"MALE",31,"Malopolskie","RURAL AREAS",0,-8,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",53,"Lubelskie","URBAN BELOW 20,000",1,1500,"PLEASED","MARRIED","NO"
"FEMALE",51,"Slaskie","RURAL AREAS",5,620,"MIXED","SINGLE","NO"
"FEMALE",53,"Swietokrzyskie","URBAN BELOW 20,000",3,2800,"PLEASED","MARRIED","NO"
"MALE",47,"Pomorskie","RURAL AREAS",5,2000,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",68,"Malopolskie","RURAL AREAS",12,2500,"PLEASED","WIDOWED","NO"
"FEMALE",28,"Swietokrzyskie","RURAL AREAS",2,3000,"MOSTLY SATISFIED","DIVORCED","NO"
"MALE",27,"Lubelskie","URBAN 20,000-100,000",3,1500,"PLEASED","SINGLE","NO"
"MALE",19,"Mazowieckie","RURAL AREAS",2,NA,"PLEASED","SINGLE",NA
"FEMALE",23,"Slaskie","URBAN BELOW 20,000",2,NA,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",37,"Lubelskie","RURAL AREAS",2,1000,"PLEASED","MARRIED","NO"
"MALE",97,"Lodzkie","RURAL AREAS",21,600,"MIXED","MARRIED","NO"
"MALE",70,"Podkarpackie","URBAN BELOW 20,000",5,2000,"MIXED","MARRIED","NO"
"MALE",49,"Slaskie","RURAL AREAS",0,1600,"MIXED","MARRIED","NO"
"MALE",55,"Dolnoslaskie","RURAL AREAS",8,1900,"MIXED","MARRIED","NO"
"FEMALE",62,"Podlaskie","RURAL AREAS",3,790,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",27,"Dolnoslaskie","RURAL AREAS",1,800,"MIXED","SINGLE","NO"
"FEMALE",56,"Kujawsko-pomorskie","URBAN 20,000-100,000",0,3000,"PLEASED","MARRIED","NO"
"FEMALE",52,"Mazowieckie","URBAN 500,000 AND OVER",1,2000,"MIXED","MARRIED","NO"
"MALE",26,"Mazowieckie","RURAL AREAS",1,1000,"MOSTLY SATISFIED","MARRIED","YES"
"MALE",72,"Slaskie","URBAN 100,000-200,000",12,1500,"MIXED","MARRIED","NO"
"MALE",58,"Mazowieckie","URBAN 100,000-200,000",6,-8,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",82,"Podlaskie","RURAL AREAS",12,825,"MIXED","WIDOWED","NO"
"MALE",66,"Warminsko-mazurskie","URBAN BELOW 20,000",11,1600,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",82,"Mazowieckie","URBAN 20,000-100,000",13,1780,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",67,"Wielkopolskie","RURAL AREAS",13,1600,"PLEASED","MARRIED","NO"
"FEMALE",37,"Kujawsko-pomorskie","RURAL AREAS",0,3000,"PLEASED","MARRIED","NO"
"FEMALE",65,"Malopolskie","RURAL AREAS",14,700,"MIXED","MARRIED","NO"
"FEMALE",53,"Pomorskie","URBAN 100,000-200,000",1,2000,"PLEASED","WIDOWED","NO"
"MALE",37,"Lodzkie","RURAL AREAS",5,1000,"PLEASED","SINGLE","NO"
"FEMALE",89,"Pomorskie","URBAN 100,000-200,000",9,1060,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",49,"Slaskie","URBAN 20,000-100,000",NA,1300,"PLEASED","MARRIED","NO"
"FEMALE",51,"Warminsko-mazurskie","URBAN BELOW 20,000",8,1200,"MOSTLY DISSATISFIED","DIVORCED","NO"
"FEMALE",64,"Podkarpackie","URBAN 200,000-500,000",9,700,"MOSTLY SATISFIED","WIDOWED","NO"
"MALE",19,"Kujawsko-pomorskie","RURAL AREAS",0,1000,"PLEASED","SINGLE",NA
"FEMALE",41,"Malopolskie","RURAL AREAS",7,-8,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",59,"Lubelskie","RURAL AREAS",8,1000,"MIXED","WIDOWED","NO"
"FEMALE",60,"Dolnoslaskie","URBAN BELOW 20,000",4,1475,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",50,"Wielkopolskie","RURAL AREAS",4,2500,"DELIGHTED","MARRIED","NO"
"MALE",44,"Malopolskie","RURAL AREAS",9,1200,"PLEASED","MARRIED","NO"
"MALE",62,"Kujawsko-pomorskie","URBAN BELOW 20,000",11,728,"MIXED","DIVORCED","NO"
"MALE",28,"Opolskie","URBAN 200,000-500,000",1,4500,"MOSTLY SATISFIED","SINGLE","NO"
"MALE",34,"Warminsko-mazurskie","RURAL AREAS",6,1000,"MOSTLY DISSATISFIED","MARRIED","NO"
"MALE",32,"Dolnoslaskie","URBAN 500,000 AND OVER",0,1500,"PLEASED","MARRIED","NO"
"MALE",26,"Podkarpackie","RURAL AREAS",0,1500,"MOSTLY SATISFIED","SINGLE","YES"
"FEMALE",27,"Malopolskie","RURAL AREAS",4,500,"PLEASED","MARRIED","NO"
"FEMALE",25,"Slaskie","URBAN 20,000-100,000",2,1800,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",17,"Lubelskie","URBAN 100,000-200,000",0,NA,"DELIGHTED","SINGLE","NO"
"FEMALE",35,"Pomorskie","RURAL AREAS",1,1500,"PLEASED","MARRIED","NO"
"FEMALE",86,"Malopolskie","URBAN 500,000 AND OVER",12,2700,"MOSTLY SATISFIED","WIDOWED","NO"
"FEMALE",46,"Pomorskie","URBAN BELOW 20,000",4,NA,"MIXED","MARRIED","NO"
"FEMALE",37,"Dolnoslaskie","URBAN 100,000-200,000",5,2000,"MOSTLY SATISFIED","DIVORCED","NO"
"FEMALE",23,"Lubelskie","RURAL AREAS",0,NA,"PLEASED","SINGLE","NO"
"FEMALE",21,"Lodzkie","RURAL AREAS",2,500,"MOSTLY SATISFIED","SINGLE",NA
"MALE",26,"Lodzkie","URBAN 500,000 AND OVER",0,1800,"PLEASED","SINGLE",NA
"MALE",53,"Pomorskie","URBAN 100,000-200,000",0,3000,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",74,"Podkarpackie","URBAN 100,000-200,000",5,1404,"MOSTLY DISSATISFIED","MARRIED","NO"
"MALE",24,"Wielkopolskie","URBAN 100,000-200,000",0,800,"PLEASED","SINGLE",NA
"FEMALE",37,"Wielkopolskie","URBAN BELOW 20,000",0,950,"PLEASED","MARRIED","NO"
"MALE",32,"Swietokrzyskie","URBAN 100,000-200,000",0,1800,"PLEASED","MARRIED","NO"
"FEMALE",72,"Dolnoslaskie","URBAN 100,000-200,000",4,2560,"MOSTLY SATISFIED","DIVORCED","NO"
"FEMALE",37,"Podkarpackie","RURAL AREAS",4,350,"PLEASED","MARRIED","YES"
"FEMALE",42,"Wielkopolskie","URBAN 500,000 AND OVER",5,3000,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",31,"Mazowieckie","URBAN 500,000 AND OVER",2,700,"PLEASED","MARRIED","NO"
"FEMALE",63,"Slaskie","RURAL AREAS",11,440,"TERRIBLE","WIDOWED","NO"
"MALE",42,"Lubuskie","RURAL AREAS",2,2200,"MOSTLY DISSATISFIED","SINGLE","NO"
"MALE",53,"Mazowieckie","URBAN 500,000 AND OVER",8,-8,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",53,"Opolskie","RURAL AREAS",4,NA,"MIXED","MARRIED","NO"
"FEMALE",59,"Lodzkie","URBAN 500,000 AND OVER",7,1300,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",56,"Pomorskie","RURAL AREAS",8,890,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",44,"Lodzkie","RURAL AREAS",9,3000,"PLEASED","MARRIED","NO"
"FEMALE",86,"Lubuskie","RURAL AREAS",12,950,"PLEASED","MARRIED","NO"
"MALE",47,"Slaskie","URBAN 20,000-100,000",8,2500,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",27,"Slaskie","RURAL AREAS",1,NA,"PLEASED","MARRIED","NO"
"MALE",57,"Swietokrzyskie","RURAL AREAS",6,920,"MIXED","MARRIED","NO"
"FEMALE",90,"Podlaskie","URBAN 100,000-200,000",12,800,"PLEASED","WIDOWED","NO"
"FEMALE",19,"Warminsko-mazurskie","RURAL AREAS",0,NA,"PLEASED","SINGLE",NA
"MALE",64,"Malopolskie","URBAN 100,000-200,000",12,NA,"MIXED","MARRIED","NO"
"MALE",57,"Slaskie","URBAN 100,000-200,000",2,800,"MOSTLY DISSATISFIED","SINGLE","NO"
"MALE",63,"Zachodnio-pomorskie","URBAN BELOW 20,000",6,852,"DELIGHTED","MARRIED","NO"
"FEMALE",25,"Zachodnio-pomorskie","RURAL AREAS",0,NA,"PLEASED","SINGLE",NA
"MALE",29,"Mazowieckie","RURAL AREAS",0,-8,"MIXED","SINGLE","NO"
"FEMALE",83,"Swietokrzyskie","URBAN 20,000-100,000",11,1100,"MOSTLY SATISFIED","WIDOWED","NO"
"FEMALE",67,"Zachodnio-pomorskie","URBAN BELOW 20,000",8,1245,"MIXED","WIDOWED","NO"
"FEMALE",31,"Wielkopolskie","RURAL AREAS",2,1000,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",24,"Wielkopolskie","URBAN BELOW 20,000",4,-8,"PLEASED","MARRIED",NA
"MALE",17,"Mazowieckie","RURAL AREAS",4,NA,"MOSTLY SATISFIED","SINGLE","NO"
"MALE",48,"Slaskie","URBAN 20,000-100,000",0,-8,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",25,"Lodzkie","URBAN 500,000 AND OVER",0,600,"MOSTLY DISSATISFIED","SINGLE","NO"
"MALE",65,"Dolnoslaskie","URBAN 100,000-200,000",2,2500,"MIXED","MARRIED","NO"
"FEMALE",38,"Lubuskie","URBAN BELOW 20,000",4,720,"UNHAPPY","DIVORCED","NO"
"FEMALE",76,"Podkarpackie","RURAL AREAS",5,900,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",47,"Slaskie","URBAN 100,000-200,000",3,3000,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",55,"Dolnoslaskie","RURAL AREAS",6,310,"MOSTLY DISSATISFIED","SINGLE","NO"
"MALE",39,"Malopolskie","RURAL AREAS",0,1700,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",30,"Mazowieckie","URBAN 500,000 AND OVER",0,-8,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",64,"Podlaskie","RURAL AREAS",7,1500,"PLEASED","WIDOWED","NO"
"MALE",58,"Malopolskie","RURAL AREAS",5,1750,"MIXED","DIVORCED","NO"
"MALE",36,"Mazowieckie","RURAL AREAS",3,1500,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",32,"Zachodnio-pomorskie","URBAN BELOW 20,000",0,600,"MOSTLY SATISFIED","SINGLE","NO"
"MALE",38,"Dolnoslaskie","RURAL AREAS",0,1200,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",77,"Slaskie","RURAL AREAS",8,1450,"MIXED","WIDOWED","NO"
"FEMALE",40,"Opolskie","URBAN 200,000-500,000",2,1000,"MOSTLY SATISFIED","MARRIED","YES"
"MALE",35,"Podlaskie","RURAL AREAS",7,590,"MIXED","SINGLE","NO"
"FEMALE",59,"Slaskie","URBAN 200,000-500,000",4,NA,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",78,"Lubelskie","RURAL AREAS",13,800,"PLEASED","MARRIED","NO"
"MALE",39,"Mazowieckie","URBAN 100,000-200,000",0,NA,"MIXED","DIVORCED","NO"
"FEMALE",79,"Kujawsko-pomorskie","RURAL AREAS",12,900,"MOSTLY SATISFIED","WIDOWED","NO"
"MALE",35,"Warminsko-mazurskie","RURAL AREAS",0,1200,"PLEASED","MARRIED","NO"
"FEMALE",62,"Podlaskie","URBAN BELOW 20,000",5,1660,"TERRIBLE","MARRIED","NO"
"FEMALE",19,"Dolnoslaskie","RURAL AREAS",0,-8,"PLEASED","SINGLE",NA
"FEMALE",20,"Lodzkie","RURAL AREAS",0,NA,"PLEASED","SINGLE",NA
"MALE",24,"Mazowieckie","RURAL AREAS",0,1800,"PLEASED","MARRIED","NO"
"MALE",41,"Swietokrzyskie","RURAL AREAS",8,-8,"MIXED","MARRIED","NO"
"FEMALE",69,"Slaskie","RURAL AREAS",10,700,"PLEASED","MARRIED","NO"
"MALE",58,"Podkarpackie","URBAN BELOW 20,000",3,2500,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",20,"Lodzkie","URBAN BELOW 20,000",0,-8,"DELIGHTED","SINGLE",NA
"FEMALE",36,"Pomorskie","URBAN 20,000-100,000",3,3400,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",25,"Lubelskie","URBAN 20,000-100,000",1,NA,"PLEASED","SINGLE","NO"
"MALE",67,"Dolnoslaskie","RURAL AREAS",9,1700,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",58,"Dolnoslaskie","URBAN 500,000 AND OVER",7,800,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",27,"Zachodnio-pomorskie","URBAN BELOW 20,000",8,NA,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",62,"Zachodnio-pomorskie","URBAN 100,000-200,000",2,1400,"PLEASED","MARRIED","NO"
"FEMALE",37,"Wielkopolskie","URBAN 100,000-200,000",0,-8,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",50,"Podlaskie","RURAL AREAS",0,1000,"MOSTLY SATISFIED","SINGLE","NO"
"MALE",27,"Lubuskie","RURAL AREAS",7,-8,NA,"SINGLE","YES"
"FEMALE",76,"Wielkopolskie","RURAL AREAS",14,800,"MIXED","WIDOWED","NO"
"FEMALE",44,"Podlaskie","RURAL AREAS",0,1500,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",53,"Lubelskie","RURAL AREAS",6,896,"MIXED","WIDOWED","NO"
"MALE",53,"Malopolskie","RURAL AREAS",1,2000,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",36,"Lubelskie","URBAN 20,000-100,000",4,2000,"MOSTLY SATISFIED","DIVORCED","NO"
"FEMALE",61,"Opolskie","RURAL AREAS",9,900,"MIXED","WIDOWED","NO"
"FEMALE",18,"Kujawsko-pomorskie","RURAL AREAS",0,NA,"PLEASED","SINGLE",NA
"MALE",34,"Pomorskie","URBAN 20,000-100,000",0,6800,"PLEASED","MARRIED","NO"
"FEMALE",72,"Slaskie","URBAN 200,000-500,000",6,940,"PLEASED","MARRIED","NO"
"FEMALE",72,"Malopolskie","URBAN 500,000 AND OVER",8,1200,"MOSTLY SATISFIED","WIDOWED","NO"
"FEMALE",65,"Opolskie","URBAN 100,000-200,000",13,2000,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",61,"Podkarpackie","RURAL AREAS",2,1857,"PLEASED","MARRIED","NO"
"FEMALE",25,"Mazowieckie","URBAN 100,000-200,000",10,600,"MOSTLY SATISFIED","SINGLE",NA
"MALE",57,"Kujawsko-pomorskie","URBAN 100,000-200,000",1,1000,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",48,"Mazowieckie","RURAL AREAS",0,-8,"MOSTLY DISSATISFIED","SINGLE","NO"
"MALE",57,"Swietokrzyskie","URBAN BELOW 20,000",2,NA,"PLEASED","MARRIED","NO"
"FEMALE",18,"Wielkopolskie","RURAL AREAS",0,NA,"PLEASED","SINGLE",NA
"FEMALE",61,"Wielkopolskie","URBAN 500,000 AND OVER",3,-8,"MOSTLY DISSATISFIED","MARRIED","NO"
"MALE",26,"Zachodnio-pomorskie","URBAN 100,000-200,000",0,NA,"MIXED","SINGLE","NO"
"FEMALE",63,"Wielkopolskie","RURAL AREAS",5,775,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",30,"Warminsko-mazurskie","URBAN BELOW 20,000",0,1500,"PLEASED","MARRIED","NO"
"MALE",38,"Podlaskie","URBAN BELOW 20,000",3,5000,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",58,"Slaskie","URBAN 100,000-200,000",7,3800,"MOSTLY SATISFIED","MARRIED","NO"
