"sex","age","region","placesize","depress","income","ls","marital","workab"
"MALE",43,"Podkarpackie","URBAN 100,000-200,000",0,900,"PLEASED","MARRIED","NO"
"MALE",23,"Malopolskie","RURAL AREAS",0,3000,"MOSTLY SATISFIED","SINGLE","NO"
"MALE",68,"Lodzkie","URBAN 500,000 AND OVER",1,2400,"PLEASED","MARRIED","NO"
"MALE",34,"Lubuskie","RURAL AREAS",3,5100,"PLEASED","MARRIED","NO"
"FEMALE",31,"Mazowieckie","URBAN 200,000-500,000",10,1000,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",78,"Swietokrzyskie","RURAL AREAS",8,1500,"MIXED","WIDOWED","NO"
"FEMALE",51,"Wielkopolskie","RURAL AREAS",9,580,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",75,"Lubelskie","RURAL AREAS",16,1876,"MIXED","MARRIED","NO"
"FEMALE",73,"Wielkopolskie","RURAL AREAS",12,1150,"MIXED","WIDOWED","NO"
"MALE",64,"Mazowieckie","URBAN 500,000 AND OVER",0,2500,"PLEASED","MARRIED","NO"
"FEMALE",35,"Lubuskie","RURAL AREAS",0,1100,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",20,"Wielkopolskie","RURAL AREAS",4,NA,"PLEASED","SINGLE",NA
"MALE",57,"Kujawsko-pomorskie","RURAL AREAS",10,3000,"MIXED","MARRIED","NO"
"FEMALE",60,"Podkarpackie","URBAN 100,000-200,000",4,1050,"PLEASED","MARRIED","NO"
"MALE",39,"Malopolskie","RURAL AREAS",6,1800,"MOSTLY DISSATISFIED","MARRIED","NO"
"FEMALE",59,"Opolskie","RURAL AREAS",10,NA,"MIXED","MARRIED","NO"
"MALE",41,"Lodzkie","RURAL AREAS",1,-8,"MOSTLY SATISFIED","SINGLE","NO"
"MALE",42,"Slaskie","URBAN 100,000-200,000",16,1600,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",28,"Malopolskie","URBAN 100,000-200,000",1,12000,"PLEASED","MARRIED","YES"
"MALE",50,"Lubuskie","RURAL AREAS",0,1400,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",35,"Podkarpackie","URBAN 200,000-500,000",5,NA,"MIXED","MARRIED","NO"
"MALE",61,"Wielkopolskie","RURAL AREAS",3,2000,"MOSTLY DISSATISFIED","MARRIED","NO"
"FEMALE",24,"Pomorskie","URBAN 20,000-100,000",0,1280,"MOSTLY SATISFIED","SINGLE","NO"
"MALE",45,"Slaskie","URBAN 200,000-500,000",3,2000,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",77,"Slaskie","URBAN 100,000-200,000",9,2000,"PLEASED","WIDOWED","NO"
"MALE",53,"Dolnoslaskie","URBAN BELOW 20,000",0,2000,"PLEASED","MARRIED","NO"
"FEMALE",17,"Lubelskie","RURAL AREAS",0,NA,"DELIGHTED","SINGLE","NO"
"MALE",69,"Lubelskie","RURAL AREAS",9,750,"MIXED","WIDOWED","NO"
"MALE",61,"Slaskie","URBAN 200,000-500,000",3,2300,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",51,"Swietokrzyskie","RURAL AREAS",2,4200,"DELIGHTED","MARRIED","NO"
"FEMALE",24,"Podkarpackie","RURAL AREAS",0,950,"PLEASED","SINGLE",NA
"FEMALE",76,"Kujawsko-pomorskie","URBAN 100,000-200,000",14,800,"MIXED","WIDOWED","NO"
"MALE",54,"Malopolskie","RURAL AREAS",1,1500,"PLEASED","MARRIED","NO"
"FEMALE",64,"Warminsko-mazurskie","RURAL AREAS",4,425,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",33,"Pomorskie","URBAN BELOW 20,000",9,-8,"MIXED","SINGLE","NO"
"MALE",63,"Podkarpackie","URBAN 100,000-200,000",5,2100,"PLEASED","MARRIED","NO"
"FEMALE",34,"Lodzkie","URBAN 100,000-200,000",NA,-8,"MIXED","SINGLE","NO"
"MALE",81,"Mazowieckie","URBAN BELOW 20,000",5,1800,"MIXED","MARRIED","NO"
"FEMALE",81,"Podkarpackie","RURAL AREAS",19,1150,"MIXED","WIDOWED","NO"
"FEMALE",45,"Kujawsko-pomorskie","URBAN BELOW 20,000",0,1000,"PLEASED","MARRIED","NO"
"FEMALE",68,"Lodzkie","URBAN 500,000 AND OVER",5,1600,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",45,"Swietokrzyskie","URBAN BELOW 20,000",1,2000,"PLEASED","MARRIED","NO"
"FEMALE",53,"Lubelskie","RURAL AREAS",5,960,"MIXED","MARRIED","NO"
"MALE",19,"Dolnoslaskie","URBAN BELOW 20,000",0,NA,"MIXED","SINGLE",NA
"MALE",25,"Lubelskie","URBAN 100,000-200,000",3,-8,"MOSTLY DISSATISFIED","SINGLE","NO"
"MALE",70,"Malopolskie","RURAL AREAS",7,1400,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",61,"Podlaskie","URBAN 100,000-200,000",2,NA,"MIXED","WIDOWED","NO"
"MALE",26,"Wielkopolskie","RURAL AREAS",0,1400,"MIXED","SINGLE","NO"
"FEMALE",19,"Podkarpackie","RURAL AREAS",0,-8,"PLEASED","SINGLE","NO"
"MALE",44,"Slaskie","RURAL AREAS",4,2500,"PLEASED","MARRIED","NO"
"MALE",69,"Lubelskie","RURAL AREAS",6,1200,"PLEASED","MARRIED","NO"
"FEMALE",21,"Podlaskie","URBAN 20,000-100,000",0,NA,"PLEASED","SINGLE","NO"
"FEMALE",29,"Warminsko-mazurskie","URBAN 100,000-200,000",0,2500,"PLEASED","MARRIED","NO"
"FEMALE",59,"Slaskie","URBAN 200,000-500,000",2,900,"PLEASED","MARRIED","NO"
"MALE",55,"Malopolskie","RURAL AREAS",8,1600,"MIXED","SINGLE","NO"
"FEMALE",56,"Kujawsko-pomorskie","URBAN 20,000-100,000",7,800,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",20,"Wielkopolskie","URBAN 500,000 AND OVER",6,-8,"PLEASED","SINGLE",NA
"MALE",64,"Mazowieckie","RURAL AREAS",6,610,"PLEASED","MARRIED","NO"
"MALE",54,"Malopolskie","URBAN 200,000-500,000",2,2500,"PLEASED","MARRIED","NO"
"FEMALE",57,"Warminsko-mazurskie","RURAL AREAS",4,-8,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",53,"Zachodnio-pomorskie","URBAN 100,000-200,000",0,3000,"PLEASED","MARRIED","NO"
"FEMALE",58,"Slaskie","URBAN BELOW 20,000",2,1180,"MOSTLY DISSATISFIED","DIVORCED","NO"
"MALE",74,"Malopolskie","URBAN BELOW 20,000",7,940,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",67,"Wielkopolskie","URBAN 100,000-200,000",6,2600,"PLEASED","MARRIED","NO"
"MALE",18,"Kujawsko-pomorskie","RURAL AREAS",1,-8,"MOSTLY SATISFIED","SINGLE",NA
"MALE",82,"Mazowieckie","URBAN 500,000 AND OVER",12,1450,"PLEASED","MARRIED","NO"
"FEMALE",28,"Wielkopolskie","URBAN BELOW 20,000",0,950,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",62,"Mazowieckie","RURAL AREAS",11,600,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",30,"Podkarpackie","RURAL AREAS",2,1100,"MIXED","MARRIED","NO"
"MALE",82,"Mazowieckie","RURAL AREAS",18,860,"MIXED","MARRIED","NO"
"FEMALE",20,"Podkarpackie","RURAL AREAS",4,NA,"MIXED","SINGLE","NO"
"MALE",21,"Lubelskie","RURAL AREAS",0,1000,"MOSTLY SATISFIED","SINGLE","NO"
"MALE",35,"Lodzkie","RURAL AREAS",5,2000,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",53,"Pomorskie","URBAN 100,000-200,000",1,2000,"MOSTLY SATISFIED","SINGLE","NO"
"MALE",72,"Slaskie","RURAL AREAS",9,1400,"PLEASED","WIDOWED","NO"
"FEMALE",71,"Zachodnio-pomorskie","URBAN BELOW 20,000",9,1200,"MOSTLY SATISFIED","DIVORCED","NO"
"FEMALE",33,"Kujawsko-pomorskie","URBAN BELOW 20,000",4,1300,"PLEASED","MARRIED","NO"
"MALE",37,"Lubuskie","RURAL AREAS",3,5100,"MOSTLY SATISFIED","SINGLE","NO"
"MALE",66,"Wielkopolskie","URBAN 100,000-200,000",9,1300,"PLEASED","MARRIED","NO"
"FEMALE",74,"Mazowieckie","URBAN 500,000 AND OVER",7,1450,"MIXED","MARRIED","NO"
"FEMALE",36,"Lodzkie","URBAN 500,000 AND OVER",4,3200,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",50,"Mazowieckie","RURAL AREAS",1,-8,"MOSTLY SATISFIED","WIDOWED","NO"
"FEMALE",41,"Wielkopolskie","RURAL AREAS",5,1000,"MIXED","MARRIED","NO"
"MALE",50,"Podlaskie","URBAN 100,000-200,000",9,1200,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",46,"Mazowieckie","RURAL AREAS",0,-8,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",43,"Kujawsko-pomorskie","RURAL AREAS",9,600,"PLEASED","MARRIED","NO"
"MALE",64,"Slaskie","RURAL AREAS",7,1940,"PLEASED","MARRIED","NO"
"MALE",53,"Opolskie","RURAL AREAS",8,3000,"MOSTLY DISSATISFIED","WIDOWED","NO"
"MALE",55,"Warminsko-mazurskie","RURAL AREAS",5,1500,"PLEASED","MARRIED","NO"
"MALE",18,"Slaskie","RURAL AREAS",0,1000,"PLEASED","SINGLE",NA
"MALE",68,"Swietokrzyskie","RURAL AREAS",12,697,"MOSTLY DISSATISFIED","MARRIED","NO"
"MALE",77,"Slaskie","URBAN 100,000-200,000",11,1000,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",23,"Lubuskie","URBAN 200,000-500,000",2,-8,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",70,"Slaskie","URBAN 200,000-500,000",9,1400,"PLEASED","WIDOWED","NO"
"MALE",64,"Opolskie","URBAN 200,000-500,000",4,-8,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",75,"Warminsko-mazurskie","RURAL AREAS",11,528,"MIXED","WIDOWED","NO"
"FEMALE",89,"Warminsko-mazurskie","URBAN 100,000-200,000",17,1200,"MOSTLY SATISFIED","WIDOWED","NO"
"FEMALE",19,"Kujawsko-pomorskie","URBAN 20,000-100,000",0,NA,"PLEASED","SINGLE",NA
"FEMALE",65,"Lodzkie","RURAL AREAS",9,920,"PLEASED","WIDOWED","NO"
"FEMALE",41,"Wielkopolskie","RURAL AREAS",0,800,"MIXED","MARRIED","NO"
"MALE",24,"Pomorskie","RURAL AREAS",0,1500,"MOSTLY SATISFIED","SINGLE","NO"
"MALE",18,"Opolskie","RURAL AREAS",0,NA,"MOSTLY SATISFIED","SINGLE","NO"
"MALE",33,"Dolnoslaskie","RURAL AREAS",0,4000,"PLEASED","MARRIED","NO"
"MALE",23,"Pomorskie","URBAN 100,000-200,000",2,1600,"MIXED","SINGLE","NO"
"FEMALE",64,"Pomorskie","RURAL AREAS",5,1150,"PLEASED","MARRIED","NO"
"FEMALE",71,"Malopolskie","URBAN BELOW 20,000",10,1200,"MOSTLY SATISFIED","WIDOWED","NO"
"FEMALE",33,"Dolnoslaskie","URBAN 500,000 AND OVER",0,3000,"PLEASED","MARRIED","NO"
"FEMALE",32,"Swietokrzyskie","URBAN BELOW 20,000",NA,-8,"MOSTLY SATISFIED","SINGLE","NO"
"MALE",36,"Zachodnio-pomorskie","RURAL AREAS",2,3000,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",48,"Slaskie","RURAL AREAS",8,-8,"MIXED","MARRIED","NO"
"MALE",19,"Slaskie","RURAL AREAS",NA,NA,"PLEASED","SINGLE","NO"
"MALE",75,"Malopolskie","RURAL AREAS",9,1500,"PLEASED","MARRIED","NO"
"MALE",45,"Podkarpackie","RURAL AREAS",3,1600,"PLEASED","MARRIED","YES"
"MALE",38,"Lodzkie","URBAN 500,000 AND OVER",0,3000,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",25,"Wielkopolskie","RURAL AREAS",2,-8,"PLEASED","SINGLE","YES"
"MALE",39,"Dolnoslaskie","URBAN 200,000-500,000",7,2000,"DELIGHTED","MARRIED","YES"
"FEMALE",75,"Pomorskie","URBAN BELOW 20,000",14,2000,"MIXED","MARRIED","NO"
"FEMALE",65,"Slaskie","URBAN 20,000-100,000",10,820,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",59,"Slaskie","RURAL AREAS",10,1700,"MOSTLY SATISFIED","WIDOWED","NO"
"FEMALE",40,"Wielkopolskie","RURAL AREAS",1,1500,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",84,"Podkarpackie","RURAL AREAS",12,1000,"MOSTLY SATISFIED","WIDOWED","NO"
"MALE",18,"Kujawsko-pomorskie","RURAL AREAS",0,660,"PLEASED","SINGLE","NO"
"FEMALE",61,"Podlaskie","URBAN 100,000-200,000",9,1300,"PLEASED","MARRIED","NO"
"FEMALE",32,"Pomorskie","URBAN 100,000-200,000",4,NA,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",20,"Slaskie","RURAL AREAS",NA,NA,"MOSTLY SATISFIED","SINGLE","NO"
"MALE",56,"Slaskie","URBAN 100,000-200,000",2,-8,"PLEASED","MARRIED","NO"
"MALE",53,"Malopolskie","RURAL AREAS",4,5000,"MOSTLY SATISFIED","MARRIED","YES"
"MALE",24,"Wielkopolskie","RURAL AREAS",0,1980,"PLEASED","SINGLE","NO"
"MALE",55,"Opolskie","URBAN 200,000-500,000",0,2000,"PLEASED","MARRIED","NO"
"FEMALE",71,"Malopolskie","RURAL AREAS",11,980,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",54,"Dolnoslaskie","RURAL AREAS",9,NA,"MOSTLY SATISFIED","MARRIED",NA
"FEMALE",18,"Warminsko-mazurskie","RURAL AREAS",0,NA,"DELIGHTED","MARRIED",NA
"FEMALE",55,"Zachodnio-pomorskie","URBAN BELOW 20,000",8,1800,"PLEASED","MARRIED","NO"
"FEMALE",60,"Podkarpackie","RURAL AREAS",5,1325,"PLEASED","MARRIED","NO"
"MALE",65,"Malopolskie","RURAL AREAS",5,1100,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",48,"Dolnoslaskie","RURAL AREAS",9,NA,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",24,"Malopolskie","URBAN 200,000-500,000",3,330,"PLEASED","SINGLE",NA
"MALE",22,"Slaskie","URBAN 100,000-200,000",0,1200,"PLEASED","SINGLE","NO"
"FEMALE",64,"Slaskie","URBAN 20,000-100,000",6,3000,"PLEASED","WIDOWED","NO"
"FEMALE",40,"Mazowieckie","RURAL AREAS",3,1600,"MIXED","MARRIED","NO"
"FEMALE",23,"Podkarpackie","RURAL AREAS",1,NA,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",74,"Slaskie","URBAN 20,000-100,000",6,900,"PLEASED","MARRIED","NO"
"MALE",54,"Lodzkie","URBAN 500,000 AND OVER",0,2800,"PLEASED","MARRIED","NO"
"FEMALE",57,"Swietokrzyskie","RURAL AREAS",7,2100,"MOSTLY SATISFIED","WIDOWED","NO"
"MALE",35,"Malopolskie","URBAN 500,000 AND OVER",0,3300,"PLEASED","SINGLE","NO"
"FEMALE",35,"Pomorskie","URBAN 20,000-100,000",5,-8,"MOSTLY SATISFIED","MARRIED",NA
"MALE",23,"Malopolskie","RURAL AREAS",0,1800,"PLEASED","SINGLE","NO"
"MALE",73,"Wielkopolskie","RURAL AREAS",14,1300,"PLEASED","MARRIED","NO"
"MALE",56,"Wielkopolskie","URBAN 100,000-200,000",10,1400,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",63,"Dolnoslaskie","RURAL AREAS",14,476,"MIXED","WIDOWED",NA
"MALE",46,"Mazowieckie","RURAL AREAS",6,400,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",69,"Malopolskie","URBAN 500,000 AND OVER",5,1448,"MOSTLY SATISFIED","WIDOWED","NO"
"MALE",50,"Slaskie","URBAN 20,000-100,000",4,3000,"DELIGHTED","MARRIED","NO"
"FEMALE",59,"Dolnoslaskie","URBAN 200,000-500,000",3,1800,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",63,"Slaskie","URBAN 20,000-100,000",0,-8,"PLEASED","MARRIED","NO"
"FEMALE",63,"Dolnoslaskie","RURAL AREAS",14,900,"MIXED","MARRIED","NO"
"MALE",58,"Kujawsko-pomorskie","RURAL AREAS",13,1000,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",38,"Wielkopolskie","RURAL AREAS",3,700,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",30,"Mazowieckie","URBAN 500,000 AND OVER",3,2500,"DELIGHTED","SINGLE","NO"
"MALE",68,"Podkarpackie","URBAN 100,000-200,000",2,2450,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",68,"Dolnoslaskie","URBAN BELOW 20,000",8,1800,"DELIGHTED","WIDOWED","NO"
"FEMALE",30,"Mazowieckie","RURAL AREAS",0,3200,"PLEASED","SINGLE","NO"
"MALE",27,"Malopolskie","RURAL AREAS",2,3000,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",26,"Mazowieckie","RURAL AREAS",3,1300,"PLEASED","MARRIED","NO"
"FEMALE",41,"Pomorskie","RURAL AREAS",2,NA,"MOSTLY DISSATISFIED","MARRIED","NO"
"MALE",22,"Dolnoslaskie","URBAN 500,000 AND OVER",0,NA,"DELIGHTED","SINGLE",NA
"FEMALE",19,"Kujawsko-pomorskie","RURAL AREAS",0,-8,"MOSTLY SATISFIED","SINGLE",NA
"MALE",59,"Zachodnio-pomorskie","URBAN 20,000-100,000",1,2800,"PLEASED","MARRIED","NO"
"FEMALE",48,"Mazowieckie","URBAN 200,000-500,000",2,-8,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",72,"Lubelskie","RURAL AREAS",15,708,"MOSTLY SATISFIED","WIDOWED","NO"
"MALE",37,"Zachodnio-pomorskie","RURAL AREAS",3,5100,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",64,"Warminsko-mazurskie","URBAN 100,000-200,000",7,2300,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",77,"Opolskie","RURAL AREAS",8,1800,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",35,"Dolnoslaskie","RURAL AREAS",1,1900,"PLEASED","MARRIED","YES"
"FEMALE",53,"Slaskie","URBAN 20,000-100,000",7,NA,"MIXED","MARRIED","NO"
"FEMALE",44,"Dolnoslaskie","URBAN BELOW 20,000",3,1000,"PLEASED","MARRIED","NO"
"FEMALE",23,"Slaskie","URBAN 100,000-200,000",1,NA,"PLEASED","SINGLE","NO"
"MALE",46,"Kujawsko-pomorskie","RURAL AREAS",4,2000,"PLEASED","SINGLE","NO"
"MALE",51,"Kujawsko-pomorskie","RURAL AREAS",2,4500,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",72,"Lodzkie","URBAN 500,000 AND OVER",15,820,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",29,"Pomorskie","RURAL AREAS",0,800,"MOSTLY SATISFIED","SINGLE","YES"
"MALE",32,"Podkarpackie","RURAL AREAS",0,1100,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",30,"Podlaskie","URBAN 100,000-200,000",1,2200,"PLEASED","SINGLE","NO"
"FEMALE",17,"Pomorskie","URBAN 20,000-100,000",0,NA,"MIXED","SINGLE",NA
"FEMALE",44,"Lubelskie","RURAL AREAS",0,450,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",53,"Podkarpackie","RURAL AREAS",4,NA,"MOSTLY DISSATISFIED","MARRIED","NO"
"MALE",56,"Lodzkie","URBAN 100,000-200,000",0,1200,"PLEASED","MARRIED","NO"
"FEMALE",42,"Slaskie","RURAL AREAS",3,-8,"PLEASED","MARRIED","NO"
"FEMALE",32,"Lodzkie","URBAN 500,000 AND OVER",8,1800,"PLEASED","MARRIED","NO"
"MALE",47,"Opolskie","RURAL AREAS",0,1000,"MIXED","MARRIED","NO"
"FEMALE",56,"Malopolskie","URBAN 500,000 AND OVER",6,-8,"MIXED","SINGLE","NO"
"FEMALE",69,"Pomorskie","RURAL AREAS",7,900,"PLEASED","MARRIED","NO"
"FEMALE",41,"Wielkopolskie","RURAL AREAS",1,1600,"DELIGHTED","MARRIED","NO"
"MALE",51,"Opolskie","RURAL AREAS",3,-8,"TERRIBLE","MARRIED","NO"
"MALE",40,"Kujawsko-pomorskie","URBAN BELOW 20,000",8,930,"MIXED","SINGLE","NO"
"MALE",72,"Podkarpackie","RURAL AREAS",5,1450,"PLEASED","MARRIED","NO"
"FEMALE",47,"Podkarpackie","URBAN 100,000-200,000",7,1000,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",49,"Lodzkie","RURAL AREAS",7,1200,"MIXED","MARRIED","NO"
"MALE",29,"Dolnoslaskie","URBAN 500,000 AND OVER",0,1500,"PLEASED","SINGLE","YES"
"FEMALE",23,"Zachodnio-pomorskie","RURAL AREAS",1,NA,"MIXED","SINGLE",NA
"FEMALE",52,"Lubuskie","RURAL AREAS",4,900,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",18,"Zachodnio-pomorskie","RURAL AREAS",2,NA,"MOSTLY SATISFIED","MARRIED",NA
"FEMALE",61,"Lodzkie","RURAL AREAS",9,1400,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",68,"Kujawsko-pomorskie","URBAN 20,000-100,000",12,1200,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",33,"Zachodnio-pomorskie","URBAN 200,000-500,000",0,-8,"PLEASED","SINGLE",NA
"FEMALE",31,"Dolnoslaskie","RURAL AREAS",2,1000,"PLEASED","MARRIED","NO"
"FEMALE",53,"Dolnoslaskie","RURAL AREAS",8,900,"MOSTLY SATISFIED","SINGLE","NO"
"MALE",68,"Swietokrzyskie","URBAN BELOW 20,000",11,1270,"MIXED","SINGLE","NO"
"FEMALE",26,"Dolnoslaskie","RURAL AREAS",1,1121,"PLEASED","SINGLE","NO"
"FEMALE",80,"Zachodnio-pomorskie","URBAN 100,000-200,000",14,800,"MOSTLY DISSATISFIED","WIDOWED","NO"
"MALE",63,"Dolnoslaskie","URBAN 500,000 AND OVER",7,1200,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",82,"Wielkopolskie","RURAL AREAS",15,1100,"PLEASED","MARRIED","NO"
"MALE",60,"Malopolskie","URBAN 500,000 AND OVER",6,NA,"MIXED","SINGLE","YES"
"FEMALE",70,"Podlaskie","URBAN 20,000-100,000",6,1200,"MOSTLY SATISFIED","WIDOWED","NO"
"FEMALE",30,"Lubelskie","RURAL AREAS",0,-8,"PLEASED","SINGLE","NO"
"MALE",64,"Podkarpackie","RURAL AREAS",6,800,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",55,"Podkarpackie","RURAL AREAS",5,2500,"PLEASED","MARRIED","NO"
"MALE",51,"Warminsko-mazurskie","RURAL AREAS",0,1100,"MIXED","MARRIED","NO"
"FEMALE",32,"Wielkopolskie","URBAN BELOW 20,000",8,600,"MIXED","MARRIED","NO"
"MALE",71,"Podkarpackie","URBAN BELOW 20,000",7,NA,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",72,"Lodzkie","URBAN BELOW 20,000",10,875,"PLEASED","WIDOWED","NO"
"MALE",23,"Podlaskie","URBAN BELOW 20,000",0,2000,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",43,"Podkarpackie","RURAL AREAS",6,NA,"MIXED","MARRIED","NO"
"FEMALE",58,"Zachodnio-pomorskie","URBAN 100,000-200,000",1,NA,"PLEASED","MARRIED","NO"
"MALE",31,"Kujawsko-pomorskie","RURAL AREAS",0,2500,"PLEASED","SINGLE","NO"
"FEMALE",77,"Lubelskie","RURAL AREAS",12,990,"MIXED","WIDOWED","NO"
"FEMALE",26,"Pomorskie","URBAN 20,000-100,000",4,3000,"MOSTLY SATISFIED","SINGLE","NO"
"MALE",35,"Wielkopolskie","URBAN 500,000 AND OVER",0,4000,"PLEASED","MARRIED","NO"
"FEMALE",48,"Lodzkie","RURAL AREAS",0,NA,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",41,"Wielkopolskie","RURAL AREAS",5,-8,"MIXED","MARRIED","NO"
"FEMALE",60,"Pomorskie","URBAN 100,000-200,000",3,1400,"MOSTLY SATISFIED","SINGLE",NA
"MALE",22,"Pomorskie","URBAN 100,000-200,000",2,200,"MIXED","SINGLE",NA
"MALE",44,"Kujawsko-pomorskie","URBAN 20,000-100,000",2,3000,"PLEASED","MARRIED","NO"
"MALE",60,"Malopolskie","RURAL AREAS",13,800,"MIXED","MARRIED","NO"
"FEMALE",65,"Slaskie","URBAN 200,000-500,000",1,1500,"MOSTLY SATISFIED","WIDOWED","NO"
"FEMALE",75,"Warminsko-mazurskie","URBAN 100,000-200,000",15,600,"MOSTLY SATISFIED","WIDOWED","NO"
"MALE",62,"Malopolskie","RURAL AREAS",7,1000,"MIXED","MARRIED","NO"
"FEMALE",54,"Podkarpackie","RURAL AREAS",4,3000,"PLEASED","MARRIED","NO"
"MALE",19,"Malopolskie","URBAN 100,000-200,000",3,NA,"MOSTLY SATISFIED","SINGLE",NA
"FEMALE",80,"Warminsko-mazurskie","URBAN 100,000-200,000",NA,5400,"PLEASED","SINGLE","NO"
"MALE",50,"Wielkopolskie","RURAL AREAS",4,2000,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",45,"Kujawsko-pomorskie","RURAL AREAS",5,2500,"PLEASED","MARRIED","NO"
"FEMALE",40,"Podlaskie","RURAL AREAS",1,1096,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",84,"Podlaskie","URBAN BELOW 20,000",9,1780,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",42,"Lubelskie","RURAL AREAS",8,1800,"PLEASED","MARRIED","NO"
"MALE",33,"Wielkopolskie","RURAL AREAS",0,-8,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",35,"Lodzkie","RURAL AREAS",5,-8,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",31,"Opolskie","RURAL AREAS",4,900,"MOSTLY DISSATISFIED","WIDOWED","NO"
"FEMALE",39,"Podkarpackie","URBAN BELOW 20,000",3,500,"DELIGHTED","MARRIED","NO"
"FEMALE",86,"Lubuskie","URBAN 200,000-500,000",10,1300,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",19,"Lodzkie","URBAN 100,000-200,000",0,NA,"MOSTLY SATISFIED","SINGLE",NA
"MALE",26,"Podkarpackie","RURAL AREAS",0,NA,"DELIGHTED","SINGLE",NA
"MALE",45,"Slaskie","URBAN 100,000-200,000",6,-8,"MOSTLY DISSATISFIED","MARRIED","NO"
"FEMALE",46,"Malopolskie","RURAL AREAS",0,NA,"MOSTLY SATISFIED","WIDOWED","NO"
"MALE",48,"Kujawsko-pomorskie","URBAN 100,000-200,000",4,2200,"PLEASED","MARRIED","NO"
"FEMALE",71,"Dolnoslaskie","URBAN 200,000-500,000",6,1054,"MOSTLY SATISFIED","WIDOWED","NO"
"FEMALE",19,"Lubelskie","URBAN 100,000-200,000",0,NA,"PLEASED","SINGLE","NO"
"FEMALE",61,"Pomorskie","URBAN 100,000-200,000",6,1200,"MIXED","WIDOWED","NO"
"MALE",77,"Lodzkie","URBAN 500,000 AND OVER",13,2617,"PLEASED","MARRIED","NO"
"FEMALE",37,"Lodzkie","URBAN 500,000 AND OVER",2,1100,"MIXED","DIVORCED","NO"
"MALE",21,"Podlaskie","URBAN BELOW 20,000",0,-8,"MOSTLY SATISFIED","SINGLE","NO"
